"original","sandp"
axo_20191030_10q_0.xml,axo_20191030_10q_0.xml
gmta_20200505_10q_1.xml,gmta_20200505_10q_0.xml
msge_20200518_10q_0.xml,msge_20200518_10q_0.xml
eqr_20200507_10q_1.xml,eqr_20200507_10q_0.xml
cia_20200507_10q_0.xml,cia_20200507_10q_1.xml
eprt_20200511_10q_1.xml,eprt_20200511_10q_1.xml
myov_20190806_10q_1.xml,myov_20190806_10q_0.xml
hsc_20190509_10q_0.xml,hsc_20190509_10q_1.xml
yumc_20191108_10q_0.xml,yumc_20191108_10q_1.xml
ufs_20191107_10q_0.xml,ufs_20191107_10q_0.xml
hth_20191118_10q_0.xml,hth_20191118_10q_0.xml
lbrt_20191031_10q_0.xml,lbrt_20191031_10q_1.xml
tsq_20181106_10q_1.xml,tsq_20181106_10q_0.xml
ccs_20190731_10q_0.xml,ccs_20190731_10q_1.xml
dcp_20190807_10q_0.xml,dcp_20190807_10q_1.xml
med_20190802_10q_1.xml,med_20190802_10q_0.xml
bc_20200507_10q_1.xml,bc_20200507_10q_1.xml
mitt_20200612_10q_1.xml,mitt_20200612_10q_0.xml
sxi_20200204_10q_1.xml,sxi_20200204_10q_0.xml
ngs_20190807_10q_0.xml,ngs_20190807_10q_0.xml
alle_20200423_10q_0.xml,alle_20200423_10q_0.xml
pki_20190806_10q_1.xml,pki_20190806_10q_0.xml
sq_20200506_10q_1.xml,sq_20200506_10q_1.xml
ggg_20190724_10q_1.xml,ggg_20190724_10q_0.xml
fnb_20200507_10q_0.xml,fnb_20200507_10q_0.xml
sjw_20200511_10q_1.xml,sjw_20200511_10q_0.xml
tsn_20190506_10q_1.xml,tsn_20190506_10q_1.xml
payc_20190801_10q_1.xml,payc_20190801_10q_0.xml
coo_20200306_10q_1.xml,coo_20200306_10q_0.xml
aee_20190802_10q_0.xml,aee_20190802_10q_1.xml
hog_20190808_10q_1.xml,hog_20190808_10q_1.xml
cma_20200429_10q_0.xml,cma_20200429_10q_0.xml
eog_20190801_10q_1.xml,eog_20190801_10q_0.xml
uaa_20190509_10q_0.xml,uaa_20190509_10q_1.xml
mcs_20200512_10q_1.xml,mcs_20200512_10q_1.xml
cva_20191104_10q_0.xml,cva_20191104_10q_0.xml
cwt_20190801_10q_0.xml,cwt_20190801_10q_0.xml
sah_20200511_10q_0.xml,sah_20200511_10q_1.xml
w_20191031_10q_0.xml,w_20191031_10q_1.xml
rf_20200506_10q_0.xml,rf_20200506_10q_1.xml
cnmd_20200430_10q_1.xml,cnmd_20200430_10q_0.xml
dukh_20191108_10q_0.xml,dukh_20191108_10q_0.xml
nsp_20200505_10q_0.xml,nsp_20200505_10q_1.xml
irm_20190801_10q_1.xml,irm_20190801_10q_1.xml
mtz_20191031_10q_0.xml,mtz_20191031_10q_0.xml
cbl_20190809_10q_0.xml,cbl_20190809_10q_1.xml
son_20191030_10q_0.xml,son_20191030_10q_1.xml
ramp_20190805_10q_1.xml,ramp_20190805_10q_0.xml
scu_20200507_10q_0.xml,scu_20200507_10q_1.xml
rmd_20200131_10q_1.xml,rmd_20200131_10q_1.xml
hhc_20190807_10q_0.xml,hhc_20190807_10q_0.xml
asgn_20190808_10q_1.xml,asgn_20190808_10q_0.xml
ceix_20191105_10q_0.xml,ceix_20191105_10q_1.xml
all_20200505_10q_0.xml,all_20200505_10q_0.xml
slca_20190501_10q_0.xml,slca_20190501_10q_0.xml
wll_20200507_10q_1.xml,wll_20200507_10q_1.xml
xom_20191106_10q_0.xml,xom_20191106_10q_0.xml
fbp_20191108_10q_0.xml,fbp_20191108_10q_0.xml
frt_20191030_10q_0.xml,frt_20191030_10q_0.xml
aat_20200501_10q_1.xml,aat_20200501_10q_0.xml
gpn_20191031_10q_0.xml,gpn_20191031_10q_1.xml
mod_20191108_10q_0.xml,mod_20191108_10q_1.xml
brc_20191121_10q_0.xml,brc_20191121_10q_0.xml
iqv_20190724_10q_1.xml,iqv_20190724_10q_0.xml
bhvn_20191101_10q_0.xml,bhvn_20191101_10q_1.xml
ash_20200506_10q_0.xml,ash_20200506_10q_1.xml
spxc_20200501_10q_0.xml,spxc_20200501_10q_1.xml
pol_20191022_10q_0.xml,pol_20191022_10q_1.xml
unma_20191030_10q_0.xml,unma_20191030_10q_0.xml
gatx_20190729_10q_1.xml,gatx_20190729_10q_1.xml
nxrt_20200508_10q_1.xml,nxrt_20200508_10q_1.xml
fcn_20191024_10q_1.xml,fcn_20191024_10q_0.xml
vntr_20190806_10q_1.xml,vntr_20190806_10q_0.xml
wab_20200506_10q_1.xml,wab_20200506_10q_1.xml
adnt_20200505_10q_0.xml,adnt_20200505_10q_0.xml
knl_20200511_10q_0.xml,knl_20200511_10q_1.xml
cnr_20190807_10q_1.xml,cnr_20190807_10q_1.xml
plnt_20191108_10q_0.xml,plnt_20191108_10q_1.xml
hsy_20191025_10q_0.xml,hsy_20191025_10q_0.xml
bax_20200430_10q_1.xml,bax_20200430_10q_0.xml
www_20191107_10q_0.xml,www_20191107_10q_0.xml
awr_20191104_10q_0.xml,awr_20191104_10q_0.xml
els_20191030_10q_0.xml,els_20191030_10q_0.xml
lpi_20200507_10q_0.xml,lpi_20200507_10q_0.xml
are_20190730_10q_1.xml,are_20190730_10q_1.xml
schw_20200508_10q_0.xml,schw_20200508_10q_0.xml
all_20191029_10q_0.xml,all_20191029_10q_0.xml
sc_20190731_10q_0.xml,sc_20190731_10q_0.xml
banc_20191108_10q_0.xml,banc_20191108_10q_1.xml
rcl_20200521_10q_1.xml,rcl_20200521_10q_1.xml
gef_20200604_10q_0.xml,gef_20200604_10q_0.xml
es_20191107_10q_0.xml,es_20191107_10q_1.xml
lvs_20200424_10q_0.xml,lvs_20200424_10q_0.xml
duk_20200512_10q_1.xml,duk_20200512_10q_0.xml
parr_20200511_10q_0.xml,parr_20200511_10q_0.xml
cars_20200506_10q_0.xml,cars_20200506_10q_0.xml
atus_20200501_10q_1.xml,atus_20200501_10q_0.xml
grub_20190806_10q_0.xml,grub_20190806_10q_0.xml
quot_20191108_10q_0.xml,quot_20191108_10q_0.xml
ora_20191107_10q_0.xml,ora_20191107_10q_0.xml
abg_20191030_10q_0.xml,abg_20191030_10q_1.xml
cim_20190502_10q_1.xml,cim_20190502_10q_1.xml
azz_20200109_10q_1.xml,azz_20200109_10q_0.xml
ajg_20190726_10q_1.xml,ajg_20190726_10q_0.xml
sail_20190806_10q_1.xml,sail_20190806_10q_0.xml
adt_20200507_10q_0.xml,adt_20200507_10q_1.xml
epam_20191107_10q_0.xml,epam_20191107_10q_1.xml
crs_20200130_10q_1.xml,crs_20200130_10q_0.xml
gis_20190918_10q_0.xml,gis_20190918_10q_1.xml
sr_20200205_10q_0.xml,sr_20200205_10q_1.xml
fr_20190729_10q_1.xml,fr_20190729_10q_1.xml
uan_20190725_10q_0.xml,uan_20190725_10q_1.xml
mplx_20190805_10q_0.xml,mplx_20190805_10q_0.xml
atus_20191105_10q_0.xml,atus_20191105_10q_0.xml
dnr_20200518_10q_0.xml,dnr_20200518_10q_1.xml
codi_20200430_10q_0.xml,codi_20200430_10q_0.xml
elan_20200507_10q_0.xml,elan_20200507_10q_0.xml
ftv_20190425_10q_0.xml,ftv_20190425_10q_0.xml
chs_20190828_10q_0.xml,chs_20190828_10q_1.xml
wmt_20200603_10q_0.xml,wmt_20200603_10q_0.xml
asix_20191101_10q_0.xml,asix_20191101_10q_0.xml
r_20191030_10q_0.xml,r_20191030_10q_1.xml
fe_20200423_10q_1.xml,fe_20200423_10q_0.xml
fhi_20200506_10q_0.xml,fhi_20200506_10q_0.xml
dgx_20191023_10q_0.xml,dgx_20191023_10q_0.xml
dei_20200508_10q_1.xml,dei_20200508_10q_1.xml
hy_20190730_10q_1.xml,hy_20190730_10q_1.xml
prty_20190809_10q_0.xml,prty_20190809_10q_1.xml
dx_20190806_10q_1.xml,dx_20190806_10q_0.xml
sjw_20191101_10q_0.xml,sjw_20191101_10q_0.xml
cal_20191211_10q_0.xml,cal_20191211_10q_1.xml
boot_20190802_10q_1.xml,boot_20190802_10q_1.xml
clr_20200511_10q_0.xml,clr_20200511_10q_1.xml
mpx_20200501_10q_0.xml,mpx_20200501_10q_1.xml
pfgc_20200205_10q_1.xml,pfgc_20200205_10q_0.xml
psb_20191023_10q_0.xml,psb_20191023_10q_0.xml
wri_20191105_10q_0.xml,wri_20191105_10q_0.xml
eqh_20200507_10q_0.xml,eqh_20200507_10q_1.xml
uvv_20191112_10q_0.xml,uvv_20191112_10q_1.xml
tol_20200608_10q_0.xml,tol_20200608_10q_0.xml
psxp_20190726_10q_1.xml,psxp_20190726_10q_1.xml
mtdr_20191101_10q_0.xml,mtdr_20191101_10q_1.xml
cpt_20191101_10q_0.xml,cpt_20191101_10q_0.xml
nem_20191105_10q_1.xml,nem_20191105_10q_1.xml
maxr_20200511_10q_1.xml,maxr_20200511_10q_1.xml
am_20200429_10q_1.xml,am_20200429_10q_1.xml
nfg_20190503_10q_0.xml,nfg_20190503_10q_0.xml
expr_20191211_10q_0.xml,expr_20191211_10q_0.xml
six_20190724_10q_0.xml,six_20190724_10q_1.xml
teva_20200507_10q_0.xml,teva_20200507_10q_0.xml
iphi_20190805_10q_1.xml,iphi_20190805_10q_0.xml
cmi_20200428_10q_0.xml,cmi_20200428_10q_1.xml
fn_20191105_10q_0.xml,fn_20191105_10q_1.xml
cci_20190731_10q_1.xml,cci_20190731_10q_1.xml
thga_20190801_10q_1.xml,thga_20190801_10q_1.xml
mtb_20200507_10q_0.xml,mtb_20200507_10q_0.xml
pwr_20190506_10q_0.xml,pwr_20190506_10q_0.xml
nav_20190904_10q_1.xml,nav_20190904_10q_1.xml
vsh_20191030_10q_0.xml,vsh_20191030_10q_0.xml
cts_20200424_10q_0.xml,cts_20200424_10q_0.xml
ste_20191107_10q_0.xml,ste_20191107_10q_1.xml
hd_20190827_10q_0.xml,hd_20190827_10q_1.xml
zts_20191107_10q_0.xml,zts_20191107_10q_1.xml
acn_20190627_10q_1.xml,acn_20190627_10q_1.xml
tsq_20190507_10q_1.xml,tsq_20190507_10q_0.xml
sky_20190801_10q_1.xml,sky_20190801_10q_0.xml
cck_20191031_10q_0.xml,cck_20191031_10q_0.xml
ne_20200507_10q_0.xml,ne_20200507_10q_1.xml
ghc_20200505_10q_0.xml,ghc_20200505_10q_0.xml
mtd_20190802_10q_1.xml,mtd_20190802_10q_0.xml
elat_20200507_10q_0.xml,elat_20200507_10q_0.xml
msa_20190725_10q_1.xml,msa_20190725_10q_1.xml
hii_20200507_10q_0.xml,hii_20200507_10q_0.xml
fss_20190731_10q_0.xml,fss_20190731_10q_1.xml
axs_20191106_10q_0.xml,axs_20191106_10q_0.xml
seas_20200508_10q_1.xml,seas_20200508_10q_0.xml
pg_20191022_10q_0.xml,pg_20191022_10q_0.xml
nr_20190731_10q_0.xml,nr_20190731_10q_0.xml
pwr_20181107_10q_1.xml,pwr_20181107_10q_0.xml
pgti_20191107_10q_0.xml,pgti_20191107_10q_0.xml
wpg_20190725_10q_0.xml,wpg_20190725_10q_1.xml
work_20191204_10q_1.xml,work_20191204_10q_0.xml
seas_20190807_10q_1.xml,seas_20190807_10q_0.xml
hog_20200507_10q_0.xml,hog_20200507_10q_1.xml
bro_20200429_10q_1.xml,bro_20200429_10q_1.xml
glw_20191030_10q_0.xml,glw_20191030_10q_0.xml
cub_20200506_10q_0.xml,cub_20200506_10q_1.xml
ftk_20191112_10q_0.xml,ftk_20191112_10q_1.xml
wbc_20190719_10q_1.xml,wbc_20190719_10q_1.xml
bll_20190802_10q_0.xml,bll_20190802_10q_0.xml
ppl_20190806_10q_1.xml,ppl_20190806_10q_1.xml
g_20190809_10q_1.xml,g_20190809_10q_0.xml
acn_20200319_10q_1.xml,acn_20200319_10q_0.xml
hni_20190430_10q_1.xml,hni_20190430_10q_0.xml
peg_20200505_10q_1.xml,peg_20200505_10q_0.xml
dnr_20191108_10q_0.xml,dnr_20191108_10q_1.xml
ati_20191101_10q_0.xml,ati_20191101_10q_0.xml
evh_20191105_10q_0.xml,evh_20191105_10q_1.xml
nus_20190807_10q_0.xml,nus_20190807_10q_1.xml
nlsn_20191107_10q_0.xml,nlsn_20191107_10q_0.xml
mmi_20191108_10q_0.xml,mmi_20191108_10q_1.xml
tbi_20200504_10q_0.xml,tbi_20200504_10q_0.xml
serv_20190806_10q_0.xml,serv_20190806_10q_0.xml
sui_20200423_10q_1.xml,sui_20200423_10q_1.xml
fbc_20200511_10q_0.xml,fbc_20200511_10q_1.xml
lyv_20190725_10q_1.xml,lyv_20190725_10q_0.xml
vac_20191112_10q_0.xml,vac_20191112_10q_1.xml
deck_20191108_10q_0.xml,deck_20191108_10q_0.xml
tse_20191105_10q_0.xml,tse_20191105_10q_0.xml
two_20200508_10q_0.xml,two_20200508_10q_1.xml
dnow_20190802_10q_0.xml,dnow_20190802_10q_0.xml
bhvn_20190508_10q_0.xml,bhvn_20190508_10q_0.xml
hubs_20190806_10q_1.xml,hubs_20190806_10q_0.xml
hgv_20200430_10q_1.xml,hgv_20200430_10q_0.xml
stwd_20190807_10q_1.xml,stwd_20190807_10q_1.xml
rop_20190802_10q_0.xml,rop_20190802_10q_0.xml
rhi_20190802_10q_1.xml,rhi_20190802_10q_0.xml
pyx_20191107_10q_0.xml,pyx_20191107_10q_0.xml
mnrl_20200514_10q_0.xml,mnrl_20200514_10q_0.xml
sah_20191024_10q_0.xml,sah_20191024_10q_0.xml
alex_20191101_10q_0.xml,alex_20191101_10q_0.xml
bxp_20191108_10q_0.xml,bxp_20191108_10q_0.xml
ups_20191029_10q_0.xml,ups_20191029_10q_0.xml
psxp_20191025_10q_0.xml,psxp_20191025_10q_1.xml
mos_20191105_10q_0.xml,mos_20191105_10q_0.xml
orcl_20191213_10q_0.xml,orcl_20191213_10q_0.xml
fn_20200204_10q_1.xml,fn_20200204_10q_0.xml
flo_20200513_10q_0.xml,flo_20200513_10q_0.xml
gtt_20191112_10q_0.xml,gtt_20191112_10q_1.xml
gdot_20191112_10q_1.xml,gdot_20191112_10q_0.xml
cube_20200508_10q_1.xml,cube_20200508_10q_0.xml
avns_20190806_10q_0.xml,avns_20190806_10q_0.xml
adm_20200501_10q_0.xml,adm_20200501_10q_1.xml
mpw_20191112_10q_0.xml,mpw_20191112_10q_1.xml
nrg_20190807_10q_1.xml,nrg_20190807_10q_1.xml
eab_20200511_10q_1.xml,eab_20200511_10q_0.xml
bxc_20190807_10q_0.xml,bxc_20190807_10q_1.xml
snap_20191023_10q_0.xml,snap_20191023_10q_1.xml
abg_20200511_10q_0.xml,abg_20200511_10q_1.xml
btu_20190808_10q_0.xml,btu_20190808_10q_0.xml
ed_20190801_10q_0.xml,ed_20190801_10q_1.xml
thc_20190805_10q_1.xml,thc_20190805_10q_0.xml
lyv_20200507_10q_1.xml,lyv_20200507_10q_1.xml
wsm_20191212_10q_0.xml,wsm_20191212_10q_1.xml
qsr_20200501_10q_1.xml,qsr_20200501_10q_1.xml
itgr_20191031_10q_0.xml,itgr_20191031_10q_0.xml
vmi_20190731_10q_1.xml,vmi_20190731_10q_1.xml
cfr_20191031_10q_0.xml,cfr_20191031_10q_1.xml
hig_20190501_10q_1.xml,hig_20190501_10q_1.xml
rdn_20190508_10q_0.xml,rdn_20190508_10q_0.xml
nov_20191030_10q_0.xml,nov_20191030_10q_1.xml
esnt_20190805_10q_1.xml,esnt_20190805_10q_1.xml
prs_20200508_10q_1.xml,prs_20200508_10q_0.xml
etm_20200519_10q_1.xml,etm_20200519_10q_1.xml
cpt_20200508_10q_1.xml,cpt_20200508_10q_0.xml
wm_20190725_10q_0.xml,wm_20190725_10q_0.xml
leg_20190507_10q_1.xml,leg_20190507_10q_0.xml
dlx_20190503_10q_1.xml,dlx_20190503_10q_0.xml
enr_20200205_10q_1.xml,enr_20200205_10q_0.xml
ngs_20200511_10q_0.xml,ngs_20200511_10q_1.xml
cna_20190429_10q_1.xml,cna_20190429_10q_1.xml
coo_20190830_10q_1.xml,coo_20190830_10q_0.xml
swn_20190806_10q_1.xml,swn_20190806_10q_1.xml
acc_20200501_10q_1.xml,acc_20200501_10q_0.xml
mplx_20200507_10q_1.xml,mplx_20200507_10q_0.xml
tbi_20191028_10q_0.xml,tbi_20191028_10q_0.xml
sm_20200429_10q_0.xml,sm_20200429_10q_1.xml
wes_20190731_10q_0.xml,wes_20190731_10q_0.xml
cpri_20200205_10q_1.xml,cpri_20200205_10q_0.xml
kdp_20191107_10q_0.xml,kdp_20191107_10q_0.xml
jef_20190709_10q_1.xml,jef_20190709_10q_0.xml
nptn_20200507_10q_0.xml,nptn_20200507_10q_0.xml
brt_20190509_10q_1.xml,brt_20190509_10q_0.xml
smp_20200430_10q_0.xml,smp_20200430_10q_0.xml
lh_20190808_10q_1.xml,lh_20190808_10q_0.xml
ihc_20181108_10q_1.xml,ihc_20181108_10q_1.xml
ffg_20200507_10q_0.xml,ffg_20200507_10q_0.xml
pri_20190508_10q_1.xml,pri_20190508_10q_0.xml
ugi_20200206_10q_1.xml,ugi_20200206_10q_0.xml
gpja_20200430_10q_1.xml,gpja_20200430_10q_0.xml
low_20200528_10q_1.xml,low_20200528_10q_1.xml
enba_20190802_10q_0.xml,enba_20190802_10q_1.xml
voya_20190809_10q_1.xml,voya_20190809_10q_1.xml
hpp_20190802_10q_1.xml,hpp_20190802_10q_0.xml
ezt_20191105_10q_0.xml,ezt_20191105_10q_0.xml
hon_20191017_10q_0.xml,hon_20191017_10q_0.xml
trtn_20190725_10q_1.xml,trtn_20190725_10q_1.xml
ovv_20200508_10q_0.xml,ovv_20200508_10q_1.xml
dan_20200430_10q_0.xml,dan_20200430_10q_1.xml
hhc_20200511_10q_0.xml,hhc_20200511_10q_0.xml
aep_20190426_10q_1.xml,aep_20190426_10q_1.xml
usm_20200430_10q_1.xml,usm_20200430_10q_0.xml
etn_20190730_10q_1.xml,etn_20190730_10q_1.xml
akr_20200507_10q_1.xml,akr_20200507_10q_1.xml
thg_20190801_10q_1.xml,thg_20190801_10q_1.xml
var_20190807_10q_1.xml,var_20190807_10q_1.xml
mtb_20190805_10q_1.xml,mtb_20190805_10q_0.xml
xhr_20200511_10q_0.xml,xhr_20200511_10q_1.xml
bhlb_20191108_10q_0.xml,bhlb_20191108_10q_0.xml
tpl_20190807_10q_1.xml,tpl_20190807_10q_0.xml
stc_20200504_10q_0.xml,stc_20200504_10q_0.xml
cvx_20200506_10q_0.xml,cvx_20200506_10q_0.xml
pdm_20190731_10q_1.xml,pdm_20190731_10q_1.xml
adnt_20190807_10q_0.xml,adnt_20190807_10q_0.xml
val_20200430_10q_1.xml,val_20200430_10q_1.xml
ir_20200515_10q_0.xml,ir_20200515_10q_1.xml
hth_20200505_10q_0.xml,hth_20200505_10q_0.xml
chwy_20191209_10q_1.xml,chwy_20191209_10q_1.xml
epac_20200325_10q_1.xml,epac_20200325_10q_0.xml
clh_20191030_10q_0.xml,clh_20191030_10q_0.xml
big_20190612_10q_0.xml,big_20190612_10q_0.xml
unma_20200505_10q_1.xml,unma_20200505_10q_1.xml
tnet_20191024_10q_0.xml,tnet_20191024_10q_0.xml
gnw_20191030_10q_0.xml,gnw_20191030_10q_0.xml
hchc_20200511_10q_0.xml,hchc_20200511_10q_0.xml
xec_20200511_10q_0.xml,xec_20200511_10q_1.xml
bmi_20200429_10q_0.xml,bmi_20200429_10q_0.xml
zyme_20200507_10q_1.xml,zyme_20200507_10q_0.xml
pack_20191107_10q_0.xml,pack_20191107_10q_1.xml
rpt_20190801_10q_1.xml,rpt_20190801_10q_1.xml
panw_20200522_10q_0.xml,panw_20200522_10q_0.xml
gl_20191112_10q_0.xml,gl_20191112_10q_1.xml
soja_20191030_10q_0.xml,soja_20191030_10q_0.xml
stag_20191030_10q_0.xml,stag_20191030_10q_0.xml
ctb_20190729_10q_1.xml,ctb_20190729_10q_0.xml
hiw_20191022_10q_0.xml,hiw_20191022_10q_1.xml
kmb_20191022_10q_0.xml,kmb_20191022_10q_0.xml
flt_20191112_10q_0.xml,flt_20191112_10q_0.xml
ktb_20191112_10q_0.xml,ktb_20191112_10q_1.xml
uber_20200508_10q_0.xml,uber_20200508_10q_0.xml
panw_20191126_10q_0.xml,panw_20191126_10q_1.xml
eght_20190731_10q_0.xml,eght_20190731_10q_0.xml
pd_20191206_10q_0.xml,pd_20191206_10q_1.xml
akr_20190725_10q_0.xml,akr_20190725_10q_1.xml
two_20190508_10q_1.xml,two_20190508_10q_0.xml
tg_20200511_10q_0.xml,tg_20200511_10q_0.xml
bdx_20200507_10q_1.xml,bdx_20200507_10q_0.xml
cl_20190726_10q_0.xml,cl_20190726_10q_1.xml
gff_20190801_10q_0.xml,gff_20190801_10q_1.xml
hig_20200429_10q_0.xml,hig_20200429_10q_0.xml
voya_20200506_10q_0.xml,voya_20200506_10q_1.xml
tlrd_20191212_10q_0.xml,tlrd_20191212_10q_0.xml
gddy_20191107_10q_0.xml,gddy_20191107_10q_0.xml
dbi_20190604_10q_0.xml,dbi_20190604_10q_0.xml
amcr_20200211_10q_1.xml,amcr_20200211_10q_0.xml
vgr_20191107_10q_0.xml,vgr_20191107_10q_1.xml
mco_20200501_10q_1.xml,mco_20200501_10q_1.xml
gtes_20200506_10q_0.xml,gtes_20200506_10q_1.xml
brt_20200617_10q_0.xml,brt_20200617_10q_0.xml
cpf_20190806_10q_1.xml,cpf_20190806_10q_1.xml
itw_20200508_10q_0.xml,itw_20200508_10q_1.xml
aap_20190813_10q_0.xml,aap_20190813_10q_1.xml
jeld_20191106_10q_0.xml,jeld_20191106_10q_1.xml
mr_20190808_10q_1.xml,mr_20190808_10q_1.xml
trwh_20200514_10q_0.xml,trwh_20200514_10q_1.xml
dar_20200506_10q_0.xml,dar_20200506_10q_1.xml
chk_20200511_10q_0.xml,chk_20200511_10q_0.xml
awk_20200506_10q_1.xml,awk_20200506_10q_0.xml
mlm_20191030_10q_0.xml,mlm_20191030_10q_0.xml
abt_20200429_10q_1.xml,abt_20200429_10q_0.xml
cag_20191001_10q_0.xml,cag_20191001_10q_1.xml
kref_20190501_10q_1.xml,kref_20190501_10q_1.xml
pgti_20190801_10q_0.xml,pgti_20190801_10q_1.xml
dfs_20191030_10q_0.xml,dfs_20191030_10q_0.xml
hri_20200423_10q_0.xml,hri_20200423_10q_1.xml
amh_20191108_10q_0.xml,amh_20191108_10q_0.xml
cor_20191101_10q_1.xml,cor_20191101_10q_0.xml
bfam_20190509_10q_1.xml,bfam_20190509_10q_1.xml
cbre_20190809_10q_1.xml,cbre_20190809_10q_0.xml
ahh_20190805_10q_1.xml,ahh_20190805_10q_1.xml
clr_20191030_10q_0.xml,clr_20191030_10q_1.xml
afgb_20200511_10q_1.xml,afgb_20200511_10q_0.xml
burl_20191126_10q_0.xml,burl_20191126_10q_0.xml
tru_20191022_10q_0.xml,tru_20191022_10q_0.xml
dte_20200428_10q_1.xml,dte_20200428_10q_0.xml
tif_20191205_10q_0.xml,tif_20191205_10q_0.xml
antm_20191023_10q_0.xml,antm_20191023_10q_1.xml
tpx_20191107_10q_0.xml,tpx_20191107_10q_0.xml
brc_20200220_10q_1.xml,brc_20200220_10q_1.xml
krc_20200430_10q_1.xml,krc_20200430_10q_0.xml
noc_20190724_10q_0.xml,noc_20190724_10q_1.xml
two_20190807_10q_1.xml,two_20190807_10q_0.xml
wts_20200507_10q_0.xml,wts_20200507_10q_0.xml
sre_20191101_10q_0.xml,sre_20191101_10q_0.xml
vne_20191023_10q_0.xml,vne_20191023_10q_0.xml
lb_20191206_10q_0.xml,lb_20191206_10q_0.xml
hesm_20200507_10q_0.xml,hesm_20200507_10q_1.xml
bhe_20191106_10q_0.xml,bhe_20191106_10q_0.xml
ppg_20190719_10q_1.xml,ppg_20190719_10q_1.xml
bery_20190731_10q_1.xml,bery_20190731_10q_0.xml
cfg_20200507_10q_0.xml,cfg_20200507_10q_1.xml
mic_20200505_10q_1.xml,mic_20200505_10q_1.xml
gnrc_20200505_10q_0.xml,gnrc_20200505_10q_1.xml
ev_20200605_10q_0.xml,ev_20200605_10q_0.xml
cxo_20200501_10q_0.xml,cxo_20200501_10q_0.xml
vfc_20191031_10q_0.xml,vfc_20191031_10q_1.xml
aa_20191031_10q_0.xml,aa_20191031_10q_0.xml
ghc_20191030_10q_0.xml,ghc_20191030_10q_0.xml
itt_20190503_10q_0.xml,itt_20190503_10q_1.xml
afl_20191025_10q_0.xml,afl_20191025_10q_0.xml
rig_20190730_10q_1.xml,rig_20190730_10q_0.xml
res_20190731_10q_0.xml,res_20190731_10q_0.xml
gddy_20190503_10q_0.xml,gddy_20190503_10q_0.xml
cato_20190830_10q_1.xml,cato_20190830_10q_1.xml
ens_20190807_10q_1.xml,ens_20190807_10q_1.xml
osk_20200429_10q_0.xml,osk_20200429_10q_0.xml
var_20190508_10q_0.xml,var_20190508_10q_0.xml
uzb_20190801_10q_1.xml,uzb_20190801_10q_1.xml
maa_20200507_10q_1.xml,maa_20200507_10q_0.xml
ges_20191203_10q_0.xml,ges_20191203_10q_1.xml
wu_20191031_10q_0.xml,wu_20191031_10q_1.xml
ajrd_20190430_10q_1.xml,ajrd_20190430_10q_1.xml
peb_20191025_10q_0.xml,peb_20191025_10q_0.xml
ful_20190927_10q_1.xml,ful_20190927_10q_0.xml
cmg_20190724_10q_0.xml,cmg_20190724_10q_1.xml
cade_20200511_10q_0.xml,cade_20200511_10q_1.xml
ambc_20190808_10q_1.xml,ambc_20190808_10q_1.xml
gpc_20190419_10q_0.xml,gpc_20190419_10q_0.xml
ph_20200205_10q_1.xml,ph_20200205_10q_0.xml
ayx_20191101_10q_0.xml,ayx_20191101_10q_0.xml
ajg_20191025_10q_0.xml,ajg_20191025_10q_0.xml
mkl_20190730_10q_0.xml,mkl_20190730_10q_1.xml
knl_20190807_10q_1.xml,knl_20190807_10q_1.xml
etn_20200430_10q_0.xml,etn_20200430_10q_0.xml
tol_20200310_10q_1.xml,tol_20200310_10q_0.xml
ori_20191101_10q_0.xml,ori_20191101_10q_0.xml
ip_20191101_10q_0.xml,ip_20191101_10q_1.xml
thc_20191104_10q_0.xml,thc_20191104_10q_1.xml
vst_20200505_10q_1.xml,vst_20200505_10q_0.xml
nx_20200605_10q_0.xml,nx_20200605_10q_0.xml
cvs_20200506_10q_0.xml,cvs_20200506_10q_0.xml
mnr_20200206_10q_1.xml,mnr_20200206_10q_1.xml
nycb_20190809_10q_0.xml,nycb_20190809_10q_1.xml
iex_20200424_10q_0.xml,iex_20200424_10q_0.xml
pkg_20191101_10q_0.xml,pkg_20191101_10q_0.xml
fds_20200109_10q_1.xml,fds_20200109_10q_1.xml
al_20191107_10q_0.xml,al_20191107_10q_0.xml
gnl_20200507_10q_1.xml,gnl_20200507_10q_1.xml
rtx_20200507_10q_0.xml,rtx_20200507_10q_1.xml
bro_20190730_10q_1.xml,bro_20190730_10q_0.xml
skx_20191108_10q_0.xml,skx_20191108_10q_1.xml
dfin_20190801_10q_0.xml,dfin_20190801_10q_0.xml
wttr_20200506_10q_0.xml,wttr_20200506_10q_1.xml
uve_20200501_10q_0.xml,uve_20200501_10q_0.xml
brt_20191107_10q_0.xml,brt_20191107_10q_0.xml
ava_20191107_10q_0.xml,ava_20191107_10q_0.xml
fico_20200429_10q_1.xml,fico_20200429_10q_1.xml
home_20200618_10q_0.xml,home_20200618_10q_0.xml
jnj_20191028_10q_0.xml,jnj_20191028_10q_1.xml
ara_20200511_10q_0.xml,ara_20200511_10q_0.xml
ktb_20200508_10q_0.xml,ktb_20200508_10q_0.xml
cci_20191104_10q_1.xml,cci_20191104_10q_1.xml
mc_20190731_10q_0.xml,mc_20190731_10q_0.xml
cwk_20200508_10q_0.xml,cwk_20200508_10q_1.xml
